score_diff,minutes_remaining,home_won
12,7.516666666666666,1
14,7.216666666666669,1
11,6.899999999999999,1
13,6.899999999999999,1
13,6.583333333333336,1
13,6.5,1
10,6.0,1
10,5.950000000000003,1
10,5.649999999999999,1
10,5.533333333333331,1
10,4.950000000000003,1
10,4.950000000000003,1
10,4.950000000000003,1
10,4.633333333333333,1
12,4.183333333333337,1
12,3.700000000000003,1
11,3.683333333333337,1
11,3.2833333333333314,1
10,3.2166666666666686,1
13,2.8333333333333357,1
11,2.0,1
11,1.8999999999999986,1
12,1.8999999999999986,1
9,1.2333333333333343,1
9,1.1833333333333371,1
9,0.7133333333333312,1
9,0.6716666666666669,1
9,0.6716666666666669,1
9,0.6716666666666669,1
10,0.6716666666666669,1
10,0.48833333333332973,1
10,0.3716666666666697,1
0,48.0,0
0,47.75,0
0,47.483333333333334,0
3,47.28333333333333,0
1,46.63333333333333,0
3,46.13333333333333,0
3,45.96666666666667,0
3,45.916666666666664,0
1,45.78333333333333,0
1,45.233333333333334,0
1,45.03333333333333,0
1,45.03333333333333,0
2,44.86666666666667,0
2,44.43333333333334,0
5,44.03333333333333,0
5,43.68333333333334,0
5,43.56666666666666,0
5,43.05,0
8,42.93333333333334,0
8,42.68333333333334,0
6,42.3,0
6,42.3,0
6,42.21666666666667,0
7,42.21666666666667,0
7,41.68333333333334,0
7,41.333333333333336,0
7,41.0,0
7,40.61666666666667,0
7,40.4,0
8,40.4,0
8,40.4,0
9,40.4,0
11,39.916666666666664,0
14,39.65,0
14,39.583333333333336,0
14,39.18333333333334,0
14,38.9,0
12,38.833333333333336,0
12,38.31666666666666,0
12,38.31666666666666,0
13,38.0,0
11,37.55,0
8,37.233333333333334,0
7,36.67666666666666,0
8,36.59,0
9,36.59,0
10,36.06166666666667,0
7,36.0,0
7,36.0,0
5,35.416666666666664,0
5,35.18333333333334,0
5,34.983333333333334,0
5,34.81666666666666,0
5,34.56666666666666,0
5,34.18333333333334,0
5,33.983333333333334,0
5,33.78333333333333,0
3,33.65,0
3,33.416666666666664,0
3,33.31666666666666,0
3,33.21666666666667,0
0,33.0,0
-2,32.95,0
-2,32.6,0
-2,32.31666666666666,0
-4,31.85,0
-4,31.666666666666668,0
-3,31.666666666666668,0
-3,31.666666666666668,0
-3,31.666666666666668,0
-4,31.233333333333334,0
-2,31.016666666666666,0
-4,30.7,0
-4,30.5,0
-4,30.3,0
-6,30.15,0
-6,30.116666666666667,0
-6,30.116666666666667,0
-6,29.75,0
-4,29.516666666666666,0
-4,29.116666666666667,0
-4,28.933333333333334,0
-4,28.883333333333333,0
-4,28.883333333333333,0
-4,28.78333333333333,0
-6,28.71666666666667,0
-6,28.266666666666666,0
-5,28.15,0
-5,28.15,0
-5,27.933333333333334,0
-3,27.566666666666666,0
-3,27.516666666666666,0
-6,27.116666666666667,0
-3,26.53333333333333,0
-6,26.21666666666667,0
-4,25.5,0
-6,24.98,0
-6,24.913333333333334,0
-6,24.881666666666668,0
-6,24.83833333333333,0
-6,24.501666666666665,0
-6,24.01833333333333,0
-6,24.0,0
-6,24.0,0
-6,23.483333333333334,0
-9,23.066666666666666,0
-12,22.816666666666666,0
-10,22.133333333333333,0
-10,21.733333333333334,0
-12,21.116666666666667,0
-12,21.016666666666666,0
-11,20.933333333333334,0
-8,20.45,0
-10,20.2,0
-10,19.96666666666667,0
-10,19.866666666666667,0
-10,19.75,0
-10,19.35,0
-13,19.233333333333334,0
-13,19.233333333333334,0
-13,18.883333333333333,0
-10,18.516666666666666,0
-10,18.383333333333333,0
-10,18.133333333333333,0
-13,17.933333333333334,0
-12,17.333333333333332,0
-13,17.333333333333332,0
-13,17.066666666666666,0
-11,16.833333333333332,0
-12,16.833333333333332,0
-12,16.3,0
-12,16.3,0
-12,16.3,0
-13,16.3,0
-15,15.883333333333333,0
-12,15.066666666666663,0
-14,15.066666666666663,0
-16,14.700000000000003,0
-16,14.683333333333337,0
-16,14.683333333333337,0
-15,14.483333333333334,0
-14,14.483333333333334,0
-15,13.766666666666666,0
-13,13.533333333333331,0
-13,13.183333333333337,0
-11,12.946666666666665,0
-13,12.946666666666665,0
-13,12.588333333333331,0
-13,12.29,0
-13,12.0,0
-13,12.0,0
-13,11.68333333333333,0
-13,11.516666666666666,0
-13,11.200000000000003,0
-13,10.950000000000003,0
-13,10.299999999999997,0
-11,10.133333333333333,0
-8,9.549999999999997,0
-8,9.266666666666666,0
-6,9.06666666666667,0
-6,8.866666666666667,0
-6,8.866666666666667,0
-6,8.416666666666664,0
-6,8.416666666666664,0
-6,8.283333333333331,0
-6,8.233333333333334,0
-8,7.850000000000001,0
-7,7.850000000000001,0
-9,7.649999999999999,0
-10,7.649999999999999,0
-8,7.350000000000001,0
-8,7.049999999999997,0
-6,6.799999999999997,0
-6,6.566666666666663,0
-6,6.566666666666663,0
-6,6.566666666666663,0
-4,5.916666666666664,0
-4,5.666666666666664,0
-4,5.600000000000001,0
-4,5.416666666666664,0
-4,5.366666666666667,0
-4,5.266666666666666,0
-4,5.266666666666666,0
-4,5.266666666666666,0
-6,4.916666666666664,0
-9,4.450000000000003,0
-9,4.450000000000003,0
-9,4.25,0
-6,3.5833333333333357,0
-6,3.299999999999997,0
-6,3.200000000000003,0
-8,2.7333333333333343,0
-7,2.3999999999999986,0
-10,1.7666666666666657,0
-10,1.2833333333333314,0
-8,1.2000000000000028,0
-10,1.0499999999999972,0
-10,0.8016666666666623,0
-12,0.7166666666666686,0
-12,0.3816666666666677,0
-10,0.27666666666667084,0
-10,0.27666666666667084,0
-10,0.27666666666667084,0
-10,0.27666666666667084,0
-10,0.27666666666667084,0
-10,0.0,0
0,48.0,1
0,47.36666666666667,1
2,46.733333333333334,1
2,46.166666666666664,1
2,46.03333333333333,1
2,45.833333333333336,1
2,45.63333333333333,1
4,45.1,1
6,44.81666666666666,1
6,44.68333333333334,1
6,44.46666666666667,1
8,44.25,1
5,43.916666666666664,1
5,43.583333333333336,1
6,43.18333333333334,1
7,42.9,1
7,42.63333333333333,1
7,42.6,1
7,42.516666666666666,1
5,42.083333333333336,1
3,41.766666666666666,1
3,41.766666666666666,1
3,41.5,1
5,41.4,1
5,41.0,1
5,40.8,1
5,40.666666666666664,1
5,40.56666666666666,1
7,40.56666666666666,1
7,40.4,1
9,39.71666666666667,1
6,39.5,1
8,39.1,1
8,39.1,1
8,39.05,1
6,38.833333333333336,1
6,38.6,1
6,38.35,1
6,38.35,1
7,38.1,1
7,38.06666666666666,1
5,37.583333333333336,1
4,37.18333333333334,1
3,37.03333333333333,1
2,36.835,1
2,36.57333333333334,1
4,36.04666666666667,1
6,36.0,1
6,36.0,1
6,35.36666666666667,1
6,35.333333333333336,1
6,34.833333333333336,1
8,34.45,1
4,33.63333333333333,1
6,32.81666666666666,1
8,32.766666666666666,1
8,32.516666666666666,1
11,32.03333333333333,1
11,31.866666666666667,1
11,31.75,1
10,31.55,1
10,31.55,1
10,31.55,1
9,31.55,1
9,31.333333333333332,1
10,31.3,1
7,30.883333333333333,1
9,30.616666666666667,1
10,30.483333333333334,1
11,30.316666666666666,1
12,30.316666666666666,1
12,29.766666666666666,1
10,29.133333333333333,1
11,29.083333333333332,1
12,29.083333333333332,1
12,28.866666666666667,1
12,28.833333333333332,1
12,28.633333333333333,1
10,28.3,1
12,28.3,1
12,28.03333333333333,1
9,27.866666666666667,1
9,27.46666666666667,1
9,27.3,1
10,27.25,1
9,27.05,1
10,26.433333333333334,1
10,26.183333333333334,1
12,25.65,1
11,25.65,1
14,25.116666666666667,1
14,24.883333333333333,1
